"Start Time","End Time","Transcript"
"00;06;28;01","00;06;29;09","instrumentalist"
"00;06;29;09","00;06;29;15","in"
"00;06;29;15","00;06;30;01","a way"
"00;06;30;01","00;06;30;19","is"
"00;06;30;19","00;06;30;25","there's"
"00;06;30;25","00;06;31;08","a use"
"00;06;31;08","00;06;31;18","of"
"00;06;32;14","00;06;32;25","certain"
"00;06;32;25","00;06;34;00","instruments."
"00;06;34;00","00;06;34;03","And"
"00;06;34;03","00;06;34;24","that's"
"00;06;34;24","00;06;35;03","that's"
"00;06;35;03","00;06;35;05","the"
"00;06;35;05","00;06;35;19","best"
"00;06;35;19","00;06;36;19","way"
"00;06;36;19","00;06;36;23","to"
"00;06;36;23","00;06;37;06","think"
"00;06;37;06","00;06;37;17","of"
"00;06;37;17","00;06;37;26","what's"
"00;06;37;26","00;06;38;05","happening"
"00;06;38;05","00;06;38;08","with"
"00;06;38;08","00;06;38;10","the"
"00;06;38;10","00;06;38;28","blankets."
"00;06;38;28","00;06;39;16","Actually,"
"00;06;39;20","00;06;39;26","I think"
"00;06;39;26","00;06;39;28","it's"
"00;06;39;28","00;06;40;05","really"
"00;06;40;05","00;06;40;13","cool"
"00;06;40;13","00;06;40;16","that"
"00;06;40;16","00;06;40;17","you"
"00;06;40;17","00;06;40;24","brought"
"00;06;40;24","00;06;40;26","the"
"00;06;40;26","00;06;41;18","blankets up"
"00;06;41;18","00;06;42;08","because"
"00;06;43;03","00;06;43;11","that"
"00;06;43;11","00;06;44;08","question"
"00;06;45;00","00;06;45;24","comes"
"00;06;45;27","00;06;46;05","in and"
"00;06;46;05","00;06;46;08","it"
"00;06;46;08","00;06;47;02","activates"
"00;06;47;02","00;06;47;22","like"
"00;06;48;07","00;06;48;19","the"
"00;06;48;19","00;06;49;09","temptation"
"00;06;49;09","00;06;49;12","is"
"00;06;49;12","00;06;49;14","to"
"00;06;49;14","00;06;49;22","make"
"00;06;49;22","00;06;50;02","everything"
"00;06;50;02","00;06;50;28","realist."
"00;06;50;28","00;06;51;05","And"
"00;06;51;05","00;06;51;19","then"
"00;06;51;19","00;06;51;25","it's"
"00;06;51;25","00;06;52;02","like,"
"00;06;52;02","00;06;52;10","okay,"
"00;06;52;10","00;06;53;04","we got a blanket."
"00;06;53;04","00;06;53;08","So"
"00;06;53;08","00;06;53;11","it's"
"00;06;53;11","00;06;53;18","kind of"
"00;06;53;18","00;06;53;22","like,"
"00;06;53;22","00;06;54;22","well,"
"00;06;54;22","00;06;55;01","maybe"
"00;06;55;01","00;06;55;08","we should"
"00;06;55;08","00;06;55;13","make"
"00;06;55;13","00;06;55;21","sure"
"00;06;55;21","00;06;55;25","we"
"00;06;55;25","00;06;56;03","keep"
"00;06;56;03","00;06;56;12","the"
"00;06;56;22","00;06;57;14","blanket"
"00;06;57;14","00;06;58;04","question"
"00;06;58;04","00;06;58;12","in an"
"00;06;58;12","00;06;59;01","instrumental"
"00;06;59;01","00;06;59;25","way"
"00;06;59;25","00;07;00;02","to"
"00;07;00;02","00;07;00;12","avoid"
"00;07;00;12","00;07;00;15","all"
"00;07;00;15","00;07;01;16","those traps."
"00;07;01;16","00;07;01;19","And"
"00;07;01;19","00;07;02;07","then"
"00;07;02;13","00;07;02;19","on"
"00;07;02;19","00;07;02;29","the other"
"00;07;02;29","00;07;03;12","side,"
"00;07;03;12","00;07;03;16","it's"
"00;07;03;16","00;07;04;10","like"
"00;07;04;19","00;07;04;26","on the"
"00;07;04;26","00;07;05;04","math"
"00;07;05;04","00;07;05;16","side,"
"00;07;05;16","00;07;05;20","it's"
"00;07;05;20","00;07;05;27","like,"
"00;07;05;27","00;07;06;29","well,"
"00;07;06;29","00;07;08;14","these"
"00;07;08;16","00;07;09;05","tension"
"00;07;09;05","00;07;09;26","funded"
"00;07;09;26","00;07;10;18","mental"
"00;07;11;25","00;07;14;00","dynamics"
"00;07;14;04","00;07;14;19","well,"
"00;07;14;19","00;07;15;01","as"
"00;07;15;01","00;07;15;07","they're"
"00;07;15;07","00;07;15;17","being"
"00;07;15;17","00;07;16;05","acted"
"00;07;16;05","00;07;16;11","in"
"00;07;16;11","00;07;17;24","some way,"
"00;07;17;24","00;07;18;15","they must"
"00;07;18;15","00;07;18;27","have"
"00;07;18;27","00;07;19;07","some"
"00;07;19;07","00;07;19;24","relation"
"00;07;19;24","00;07;20;01","to"
"00;07;20;01","00;07;20;21","reality"
"00;07;20;21","00;07;20;27","in"
"00;07;20;27","00;07;21;05","some"
"00;07;21;05","00;07;22;00","way."
"00;07;22;07","00;07;22;14","So"
"00;07;22;14","00;07;22;18","it's"
"00;07;22;18","00;07;22;22","sort"
"00;07;22;22","00;07;22;28","of"
"00;07;23;02","00;07;23;17","almost"
"00;07;23;17","00;07;23;20","the"
"00;07;23;20","00;07;24;15","mirror"
"00;07;24;21","00;07;25;00","is not"
"00;07;25;00","00;07;25;10","the mirror,"
"00;07;25;10","00;07;25;13","but"
"00;07;25;13","00;07;25;17","it's"
"00;07;25;17","00;07;26;09","something"
"00;07;26;09","00;07;26;18","that's"
"00;07;26;18","00;07;26;28","sitting"
"00;07;26;28","00;07;27;00","on"
"00;07;27;00","00;07;27;07","the other"
"00;07;27;07","00;07;28;04","side"
"00;07;28;06","00;07;28;14","in an"
"00;07;28;14","00;07;28;29","interesting"
"00;07;28;29","00;07;29;20","way."
"00;07;29;20","00;07;30;00","I don't know"
"00;07;30;00","00;07;30;15","what"
"00;07;30;23","00;07;31;03","Dana"
"00;07;31;03","00;07;31;13","thinks"
"00;07;31;13","00;07;31;17","in"
"00;07;31;17","00;07;31;22","that"
"00;07;31;22","00;07;32;03","point,"
"00;07;32;03","00;07;32;23","but."
"00;07;36;19","00;07;38;21","I was going"
"00;07;38;21","00;07;38;23","to"
"00;07;38;23","00;07;39;04","mention"
"00;07;39;04","00;07;39;09","that"
"00;07;39;09","00;07;40;04","I,"
"00;07;40;09","00;07;40;15","I"
"00;07;40;15","00;07;40;23","think"
"00;07;40;23","00;07;41;05","if we"
"00;07;41;05","00;07;41;09","are"
"00;07;41;09","00;07;41;20","taking"
"00;07;41;20","00;07;41;26","two"
"00;07;41;26","00;07;42;11","papers"
"00;07;42;11","00;07;42;17","and"
"00;07;42;17","00;07;43;21","actually"
"00;07;43;27","00;07;44;15","doing"
"00;07;44;22","00;07;45;01","a bit"
"00;07;45;01","00;07;45;10","of"
"00;07;45;25","00;07;46;02","what"
"00;07;46;02","00;07;46;11","happens"
"00;07;46;11","00;07;46;16","when"
"00;07;46;16","00;07;46;19","they"
"00;07;46;19","00;07;46;24","get"
"00;07;46;24","00;07;47;10","entangled,"
"00;07;47;10","00;07;47;22","then"
"00;07;47;22","00;07;47;29","we're"
"00;07;47;29","00;07;48;08","looking"
"00;07;48;08","00;07;48;17","at"
"00;07;48;21","00;07;49;06","what happens"
"00;07;49;06","00;07;49;15","when"
"00;07;49;15","00;07;49;27","something"
"00;07;49;27","00;07;50;03","is"
"00;07;50;03","00;07;50;21","actively"
"00;07;50;21","00;07;51;17","inferred"
"00;07;51;17","00;07;51;26","as a"
"00;07;51;26","00;07;52;14","process"
"00;07;52;14","00;07;52;20","as"
"00;07;52;20","00;07;53;02","opposed"
"00;07;53;02","00;07;53;20","to"
"00;07;53;20","00;07;54;02","active"
"00;07;54;02","00;07;54;14","inference"
"00;07;54;14","00;07;54;21","as a"
"00;07;54;21","00;07;55;04","subject"
"00;07;55;04","00;07;55;24","matter"
"00;07;55;24","00;07;55;29","or"
"00;07;55;29","00;07;57;03","topic."
"00;07;57;07","00;07;57;13","And"
"00;07;57;13","00;07;57;19","so"
"00;07;57;19","00;07;57;24","when"
"00;07;57;24","00;07;58;06","we do"
"00;07;58;06","00;07;58;14","that,"
"00;07;58;14","00;07;58;29","we're"
"00;07;58;29","00;07;59;24","essentially"
"00;07;59;24","00;08;01;05","asking"
"00;08;01;16","00;08;01;19","the"
"00;08;01;19","00;08;01;24","big"
"00;08;01;24","00;08;02;12","questions"
"00;08;02;12","00;08;02;20","on"
"00;08;02;20","00;08;03;01","one of"
"00;08;03;01","00;08;03;04","the"
"00;08;03;04","00;08;03;25","next"
"00;08;03;28","00;08;04;08","slide"
"00;08;04;08","00;08;04;16","here"
"00;08;04;16","00;08;05;23","is so"
"00;08;05;23","00;08;05;27","is"
"00;08;05;27","00;08;06;07","active"
"00;08;06;07","00;08;06;20","inference"
"00;08;06;20","00;08;07;09","both"
"00;08;07;09","00;08;08;28","as process,"
"00;08;08;28","00;08;09;09","as"
"00;08;09;09","00;08;09;25","actively"
"00;08;09;25","00;08;10;20","inferring"
"00;08;10;20","00;08;11;05","and of"
"00;08;11;05","00;08;11;27","process,"
"00;08;11;27","00;08;12;10","something"
"00;08;12;10","00;08;13;06","falls"
"00;08;13;06","00;08;13;16","out of"
"00;08;13;16","00;08;13;23","that."
"00;08;13;23","00;08;13;26","And"
"00;08;13;26","00;08;14;15","we,"
"00;08;14;26","00;08;15;03","we"
"00;08;15;03","00;08;15;17","asked it"
"00;08;15;17","00;08;15;21","in"
"00;08;15;21","00;08;15;25","the,"
"00;08;16;02","00;08;16;23","in the"
"00;08;16;23","00;08;17;11","using"
"00;08;17;11","00;08;17;29","metaphor"
"00;08;17;29","00;08;18;01","of"
"00;08;18;01","00;08;18;20","being"
"00;08;18;20","00;08;19;07","both a"
"00;08;19;07","00;08;20;13","gripper."
"00;08;20;23","00;08;21;09","Right."
"00;08;21;09","00;08;22;01","Something"
"00;08;22;01","00;08;22;14","as"
"00;08;22;14","00;08;23;03","process"
"00;08;23;03","00;08;23;11","thing"
"00;08;23;11","00;08;24;07","and a"
"00;08;24;07","00;08;24;26","process"
"00;08;24;26","00;08;25;06","being"
"00;08;25;06","00;08;26;04","gripped."
"00;08;26;14","00;08;27;04","And so"
"00;08;28;11","00;08;28;19","yeah,"
"00;08;28;19","00;08;28;23","I"
"00;08;28;23","00;08;28;28","think"
"00;08;28;28","00;08;29;07","if we,"
"00;08;29;07","00;08;30;09","if we,"
"00;08;30;12","00;08;30;20","if we"
"00;08;30;20","00;08;31;04","actually"
"00;08;31;04","00;08;31;09","look"
"00;08;31;09","00;08;31;23","at it"
"00;08;31;24","00;08;32;09","as"
"00;08;32;09","00;08;33;04","what's,"
"00;08;33;04","00;08;33;14","what's"
"00;08;33;14","00;08;33;24","going"
"00;08;33;24","00;08;34;09","on,"
"00;08;34;09","00;08;34;17","not"
"00;08;34;17","00;08;34;23","just"
"00;08;34;23","00;08;35;01","from"
"00;08;35;01","00;08;35;18","the"
"00;08;35;21","00;08;36;06","doing"
"00;08;36;06","00;08;36;20","sense,"
"00;08;36;20","00;08;36;26","but"
"00;08;36;26","00;08;37;05","from"
"00;08;37;05","00;08;37;23","the"
"00;08;37;26","00;08;38;14","observing"
"00;08;38;14","00;08;38;23","sense"
"00;08;38;23","00;08;39;06","or"
"00;08;39;06","00;08;40;02","participatory"
"00;08;40;02","00;08;42;22","sense,"
"00;08;42;22","00;08;43;02","I think"
"00;08;43;02","00;08;43;04","it"
"00;08;43;04","00;08;43;12","leaves"
"00;08;43;12","00;08;43;17","us"
"00;08;43;17","00;08;43;22","with"
"00;08;43;22","00;08;44;10","no choice"
"00;08;44;10","00;08;44;15","but"
"00;08;44;15","00;08;46;11","to say"
"00;08;46;11","00;08;46;24","that"
"00;08;46;24","00;08;47;01","there's"
"00;08;47;01","00;08;47;10","got to"
"00;08;47;10","00;08;47;15","be"
"00;08;47;15","00;08;48;16","some"
"00;08;48;20","00;08;48;28","going"
"00;08;48;28","00;08;49;06","back"
"00;08;49;06","00;08;49;08","and"
"00;08;49;08","00;08;49;17","forth"
"00;08;49;17","00;08;49;26","between"
"00;08;49;26","00;08;50;07","both."
"00;08;50;07","00;08;50;13","But"
"00;08;50;13","00;08;50;22","that's"
"00;08;50;22","00;08;51;00","just"
"00;08;51;00","00;08;54;13","my take."
"00;08;57;00","00;08;57;07","So"
"00;08;57;07","00;08;57;17","let me"
"00;08;57;17","00;08;57;26","let me"
"00;08;57;26","00;08;58;01","read"
"00;08;58;01","00;08;58;11","this"
"00;08;58;11","00;08;58;23","quote"
"00;08;58;23","00;08;59;00","from"
"00;08;59;00","00;09;00;04","the paper"
"00;09;00;10","00;09;01;01","specifically"
"00;09;01;01","00;09;01;09","going"
"00;09;01;09","00;09;01;17","back"
"00;09;01;17","00;09;02;08","to to"
"00;09;02;08","00;09;02;26","the blanket,"
"00;09;02;26","00;09;03;18","the one that"
"00;09;03;18","00;09;03;24","set"
"00;09;03;24","00;09;04;00","off"
"00;09;04;00","00;09;04;13","my,"
"00;09;04;13","00;09;04;23","my,"
"00;09;04;23","00;09;05;13","my question."
"00;09;05;13","00;09;05;20","But"
"00;09;05;20","00;09;05;26","that's"
"00;09;05;26","00;09;06;01","like"
"00;09;06;01","00;09;07;11","unanswered."
"00;09;08;00","00;09;08;11","If"
"00;09;08;11","00;09;09;28","says"
"00;09;11;09","00;09;12;01","okay,"
"00;09;12;01","00;09;12;14","according"
"00;09;12;14","00;09;12;16","to"
"00;09;12;16","00;09;12;25","recent"
"00;09;12;25","00;09;13;15","interpretations"
"00;09;13;15","00;09;13;21","of the"
"00;09;13;21","00;09;14;14","FP,"
"00;09;14;14","00;09;15;14","the dynamical"
"00;09;15;14","00;09;16;03","interaction"
"00;09;16;03","00;09;16;06","of"
"00;09;16;06","00;09;16;15","living"
"00;09;16;15","00;09;17;03","systems"
"00;09;17;03","00;09;17;14","and"
"00;09;17;14","00;09;18;04","the external"
"00;09;18;04","00;09;18;15","world"
"00;09;18;15","00;09;18;25","under"
"00;09;18;25","00;09;19;06","active"
"00;09;19;06","00;09;19;21","inference"
"00;09;19;21","00;09;20;00","can be"
"00;09;20;00","00;09;20;24","interpreted"
"00;09;20;24","00;09;21;24","semantically."
"00;09;21;24","00;09;22;09","This is a"
"00;09;22;09","00;09;22;25","Ramstad"
"00;09;22;25","00;09;23;14","2020"
"00;09;23;14","00;09;24;15","citation"
"00;09;24;15","00;09;24;21","by"
"00;09;24;21","00;09;25;08","assuming"
"00;09;25;08","00;09;25;14","that"
"00;09;25;14","00;09;25;28","sensory"
"00;09;25;28","00;09;26;14","states"
"00;09;26;14","00;09;26;21","are"
"00;09;26;21","00;09;27;09","meaningful"
"00;09;27;09","00;09;28;13","representations"
"00;09;28;13","00;09;28;23","of the"
"00;09;28;23","00;09;29;24","reality."
"00;09;29;24","00;09;30;10","This is"
"00;09;30;10","00;09;31;17","especially the case"
"00;09;31;17","00;09;31;24","if"
"00;09;31;24","00;09;32;16","we assume"
"00;09;32;16","00;09;32;21","that"
"00;09;32;21","00;09;32;24","the"
"00;09;32;24","00;09;33;09","development"
"00;09;33;09","00;09;33;11","of"
"00;09;33;11","00;09;33;24","Markov"
"00;09;33;24","00;09;34;06","blankets"
"00;09;34;06","00;09;34;11","by"
"00;09;34;11","00;09;35;17","Friston,"
"00;09;35;23","00;09;36;06","unlike"
"00;09;36;06","00;09;36;10","their"
"00;09;36;10","00;09;36;24","original"
"00;09;36;24","00;09;37;18","characterization"
"00;09;37;18","00;09;37;21","and"
"00;09;37;21","00;09;37;29","works"
"00;09;37;29","00;09;38;01","of"
"00;09;38;01","00;09;38;11","Judea"
"00;09;38;11","00;09;38;24","Pearl"
"00;09;38;24","00;09;38;29","on"
"00;09;38;29","00;09;39;20","probabilistic"
"00;09;39;20","00;09;40;02","causal"
"00;09;40;02","00;09;41;00","networks,"
"00;09;41;00","00;09;41;14","admit"
"00;09;41;14","00;09;42;05","a realist"
"00;09;42;05","00;09;43;00","interpretation"
"00;09;43;00","00;09;43;08","of the"
"00;09;43;08","00;09;43;29","relationship"
"00;09;43;29","00;09;44;12","between"
"00;09;44;12","00;09;44;17","the"
"00;09;44;17","00;09;45;11","organism"
"00;09;45;11","00;09;45;28","and"
"00;09;45;28","00;09;48;13","the environment."
"00;09;48;27","00;09;49;22","So it"
"00;09;49;22","00;09;49;28","says,"
"00;09;49;28","00;09;50;03","while"
"00;09;50;03","00;09;50;17","the role"
"00;09;50;17","00;09;50;24","of the"
"00;09;50;24","00;09;51;08","concepts"
"00;09;51;08","00;09;51;11","of"
"00;09;51;11","00;09;51;21","Markov"
"00;09;51;21","00;09;52;04","blankets"
"00;09;52;04","00;09;52;09","and"
"00;09;52;09","00;09;52;18","Perl"
"00;09;52;18","00;09;53;03","blankets"
"00;09;53;03","00;09;53;07","in"
"00;09;53;07","00;09;53;15","many"
"00;09;53;15","00;09;53;28","treatments"
"00;09;53;28","00;09;54;01","of"
"00;09;54;01","00;09;54;09","the free"
"00;09;54;09","00;09;54;19","energy"
"00;09;54;19","00;09;55;04","principle"
"00;09;55;04","00;09;55;13","is an"
"00;09;55;13","00;09;56;06","instrumentalist"
"00;09;56;06","00;09;56;23","one"
"00;09;56;23","00;09;57;04","or as"
"00;09;57;04","00;09;57;08","in"
"00;09;57;08","00;09;57;24","Pearson's"
"00;09;57;24","00;09;58;01","even"
"00;09;58;01","00;09;58;15","stronger"
"00;09;58;15","00;09;59;06","terms,"
"00;09;59;06","00;09;59;20","concede"
"00;09;59;20","00;10;00;09","to a"
"00;10;00;09","00;10;00;22","nominal"
"00;10;00;22","00;10;01;05","list"
"00;10;01;05","00;10;01;25","interpretation"
"00;10;01;25","00;10;01;28","of"
"00;10;01;28","00;10;02;02","their"
"00;10;02;02","00;10;02;20","meaning."
"00;10;02;20","00;10;03;04","Fashion"
"00;10;03;04","00;10;03;18","blankets"
"00;10;03;18","00;10;04;25","are realist"
"00;10;04;25","00;10;05;20","not only in"
"00;10;05;20","00;10;05;22","the"
"00;10;05;22","00;10;06;01","non"
"00;10;06;01","00;10;06;23","instrumentalist"
"00;10;06;23","00;10;07;14","sense,"
"00;10;07;14","00;10;07;20","but"
"00;10;07;20","00;10;07;28","also"
"00;10;07;28","00;10;08;03","in the"
"00;10;08;03","00;10;08;13","sense"
"00;10;08;13","00;10;08;18","of"
"00;10;08;18","00;10;08;28","being"
"00;10;08;28","00;10;09;09","non"
"00;10;09;09","00;10;09;21","nominal"
"00;10;09;21","00;10;09;29","list"
"00;10;09;29","00;10;10;27","entities."
"00;10;10;27","00;10;11;02","The"
"00;10;11;02","00;10;11;13","modal"
"00;10;11;13","00;10;11;27","terms"
"00;10;11;27","00;10;12;00","of"
"00;10;12;00","00;10;12;19","references"
"00;10;12;19","00;10;12;24","to"
"00;10;12;24","00;10;13;03","real"
"00;10;13;03","00;10;14;02","possibilities"
"00;10;14;02","00;10;14;10","such"
"00;10;14;10","00;10;14;16","as"
"00;10;14;16","00;10;14;21","what"
"00;10;14;21","00;10;14;25","is"
"00;10;14;25","00;10;15;21","conceivable"
"00;10;15;21","00;10;15;27","or"
"00;10;15;27","00;10;16;08","produced"
"00;10;16;08","00;10;16;12","by"
"00;10;16;12","00;10;17;12","imagination"
"00;10;17;12","00;10;17;20","or"
"00;10;17;20","00;10;18;17","anticipatory"
"00;10;18;17","00;10;18;22","li"
"00;10;18;22","00;10;19;05","related"
"00;10;19;05","00;10;19;11","to the"
"00;10;19;11","00;10;19;21","future."
"00;10;19;21","00;10;20;01","States"
"00;10;20;01","00;10;20;04","of"
"00;10;20;04","00;10;20;28","affairs"
"00;10;20;28","00;10;21;03","are"
"00;10;21;03","00;10;21;12","used"
"00;10;21;12","00;10;21;16","in"
"00;10;21;16","00;10;21;27","making"
"00;10;21;27","00;10;22;09","sense"
"00;10;22;09","00;10;22;26","of"
"00;10;22;26","00;10;23;01","the"
"00;10;23;01","00;10;23;08","key"
"00;10;23;08","00;10;23;26","aspects"
"00;10;23;26","00;10;24;10","of the"
"00;10;24;10","00;10;24;22","theory"
"00;10;26;17","00;10;27;21","and so"
"00;10;27;21","00;10;28;12","in my"
"00;10;28;12","00;10;29;09","recollection"
"00;10;29;09","00;10;29;13","the"
"00;10;29;13","00;10;29;22","first"
"00;10;29;22","00;10;29;26","didn't"
"00;10;29;26","00;10;30;04","think"
"00;10;30;04","00;10;30;08","it"
"00;10;30;08","00;10;30;17","like"
"00;10;30;17","00;10;30;28","I"
"00;10;30;28","00;10;31;12","didn't"
"00;10;31;12","00;10;31;23","have"
"00;10;31;23","00;10;32;01","that"
"00;10;32;01","00;10;32;19","linked"
"00;10;32;19","00;10;33;18","to"
"00;10;33;18","00;10;34;11","realism"
"00;10;34;11","00;10;35;05","necessarily"
"00;10;35;05","00;10;35;11","per"
"00;10;35;11","00;10;35;28","say."
"00;10;36;08","00;10;37;20","So"
"00;10;37;21","00;10;38;06","Daniel"
"00;10;38;06","00;10;38;14","like"
"00;10;38;14","00;10;38;22","maybe"
"00;10;38;22","00;10;39;01","Kant,"
"00;10;39;01","00;10;39;07","do"
